# NOTICE: This dataset is synthetic development data and is not representative of real-world candidate populations.
sample_id,topic,question_difficulty,difficulty_numeric,attempt_number,technical_score,relevance_score,completeness_score,clarity_score,communication_score,answer_length,keyword_coverage,previous_score,average_previous_score,topic_accuracy,composite_score,readiness_label
610,Generative AI & RAG,Hard,3,5,49.56,63.44,46.31,50.43,60.98,55,0.328,56.23,52.9,41.83,49.81,Needs Improvement
611,Python & OOP,Medium,2,5,49.37,61.33,41.85,58.23,56.28,82,0.444,40.24,44.8,47.54,50.02,Needs Improvement
612,System Design,Medium,2,2,43.85,41.87,34.36,54.51,60.42,53,0.498,30.48,37.16,38.47,43.67,Needs Improvement
613,Python & OOP,Medium,2,2,20.0,28.62,20.0,25.0,30.0,37,0.1,29.23,24.61,21.91,21.29,Needs Improvement
614,SQL & DBMS,Medium,2,5,48.86,55.04,53.64,58.29,56.77,99,0.587,61.57,55.21,49.43,53.3,Needs Improvement
615,Machine Learning & AI,Hard,3,5,36.02,38.35,33.57,50.09,60.07,54,0.246,71.46,53.74,40.23,37.23,Needs Improvement
616,Machine Learning & AI,Medium,2,4,54.88,54.61,57.77,61.97,53.26,106,0.436,53.05,53.97,54.31,55.06,Needs Improvement
617,Machine Learning & AI,Medium,2,1,23.72,25.0,23.83,25.0,30.0,45,0.266,30.97,27.35,20.0,24.67,Needs Improvement
618,SQL & DBMS,Medium,2,2,86.0,82.61,66.85,83.68,95.31,87,0.768,88.78,87.39,85.55,80.02,Interview Ready
619,System Design,Easy,1,3,48.15,51.39,36.95,40.77,42.67,64,0.519,48.7,48.43,42.27,45.2,Needs Improvement
620,SQL & DBMS,Medium,2,1,45.94,58.53,35.27,54.26,56.46,34,0.457,48.68,47.31,44.1,46.5,Needs Improvement
621,System Design,Easy,1,1,59.67,64.56,50.3,35.19,30.0,49,0.354,60.85,60.26,68.26,51.7,Needs Improvement
622,Cloud & DevOps,Easy,1,4,39.36,38.32,25.03,30.1,31.47,27,0.241,36.23,37.79,35.46,32.78,Needs Improvement
623,System Design,Medium,2,5,44.78,48.76,37.48,33.39,35.98,55,0.238,25.35,35.06,51.77,39.87,Needs Improvement
624,Generative AI & RAG,Easy,1,1,88.04,83.52,75.05,75.27,79.32,57,0.637,100.0,94.02,85.37,79.97,Interview Ready
625,System Design,Medium,2,2,44.47,49.48,38.93,48.45,40.19,64,0.382,60.58,52.52,46.66,43.39,Needs Improvement
626,System Design,Medium,2,5,74.71,80.86,49.74,57.6,65.49,59,0.447,77.18,75.94,79.14,64.21,Almost Ready
627,System Design,Hard,3,2,24.71,33.51,20.0,28.15,35.56,25,0.102,20.0,22.35,20.0,24.29,Needs Improvement
628,Machine Learning & AI,Medium,2,2,35.79,29.18,25.53,38.57,35.2,71,0.186,44.8,40.3,28.17,30.77,Needs Improvement
629,Python & OOP,Medium,2,2,61.12,65.03,50.1,63.86,66.02,67,0.419,71.89,66.5,55.79,57.55,Needs Improvement
630,Generative AI & RAG,Easy,1,5,31.35,26.66,23.99,32.84,37.06,51,0.221,20.0,25.67,24.86,28.32,Needs Improvement
631,Python & OOP,Easy,1,1,38.25,34.16,20.0,44.96,47.48,36,0.425,44.76,41.5,36.33,34.63,Needs Improvement
632,Machine Learning & AI,Hard,3,1,69.91,74.45,67.9,60.7,75.06,98,0.641,84.24,77.07,70.25,68.84,Almost Ready
633,SQL & DBMS,Medium,2,3,63.27,67.93,67.5,75.23,70.2,89,0.682,60.73,62.0,68.66,67.06,Almost Ready
634,Generative AI & RAG,Medium,2,4,70.55,70.77,56.67,69.29,68.86,80,0.495,61.97,66.26,71.29,64.8,Almost Ready
635,System Design,Hard,3,2,85.53,90.09,74.37,82.83,83.43,99,0.769,100.0,92.77,87.19,82.18,Interview Ready
636,Python & OOP,Hard,3,5,69.39,60.94,50.15,57.34,61.9,72,0.635,73.19,71.29,77.11,61.14,Almost Ready
637,Python & OOP,Hard,3,1,74.27,78.39,70.68,72.0,64.09,59,0.722,78.56,76.42,83.82,73.05,Almost Ready
638,Python & OOP,Easy,1,1,65.62,66.86,57.61,71.35,62.67,107,0.5,53.03,59.33,60.6,62.66,Almost Ready
639,Generative AI & RAG,Hard,3,3,32.39,45.86,37.63,47.53,48.82,80,0.301,32.07,32.23,35.57,37.83,Needs Improvement
640,Generative AI & RAG,Easy,1,3,50.99,58.28,43.45,43.87,44.62,74,0.594,56.3,53.65,48.12,50.01,Needs Improvement
641,Generative AI & RAG,Hard,3,2,41.76,41.69,33.21,54.41,58.62,21,0.445,46.93,44.35,41.84,42.0,Needs Improvement
642,Python & OOP,Medium,2,4,71.07,80.29,65.91,75.15,74.49,75,0.689,68.69,69.88,76.96,71.52,Almost Ready
643,SQL & DBMS,Easy,1,5,43.09,48.7,40.6,46.58,40.24,21,0.406,42.55,42.82,45.61,43.27,Needs Improvement
644,Python & OOP,Easy,1,2,66.56,75.37,63.47,74.02,81.73,101,0.569,62.5,64.53,68.99,67.65,Almost Ready
645,Python & OOP,Medium,2,1,40.92,39.76,46.86,46.81,48.49,61,0.218,61.82,51.37,40.57,41.28,Needs Improvement
646,SQL & DBMS,Medium,2,2,70.29,69.56,85.31,76.95,83.2,65,0.546,71.06,70.67,79.17,73.68,Almost Ready
647,Generative AI & RAG,Hard,3,3,47.42,52.61,40.19,58.66,55.0,100,0.666,56.41,51.92,46.67,49.82,Needs Improvement
648,Machine Learning & AI,Hard,3,3,30.52,32.8,26.92,34.03,48.88,11,0.101,29.49,30.01,26.81,29.18,Needs Improvement
649,System Design,Easy,1,1,85.48,83.39,78.03,83.5,89.8,77,0.661,81.14,83.31,84.62,81.38,Interview Ready
650,Machine Learning & AI,Hard,3,3,26.68,33.25,25.49,29.01,30.0,33,0.362,49.11,37.89,21.23,28.72,Needs Improvement
651,Generative AI & RAG,Hard,3,2,65.37,63.97,52.92,43.17,52.49,43,0.33,67.68,66.53,65.83,55.95,Needs Improvement
652,System Design,Medium,2,2,29.16,29.49,20.0,27.75,30.0,62,0.391,32.04,30.6,34.98,27.82,Needs Improvement
653,Machine Learning & AI,Easy,1,3,51.41,62.88,42.56,63.42,64.13,60,0.644,55.16,53.29,52.93,54.05,Needs Improvement
654,Generative AI & RAG,Easy,1,4,75.93,77.46,73.83,71.89,78.74,73,0.574,80.95,78.44,77.06,73.52,Almost Ready
655,Python & OOP,Medium,2,3,37.27,40.11,43.49,54.96,68.49,39,0.372,30.83,34.05,25.96,42.58,Needs Improvement
656,Machine Learning & AI,Hard,3,2,26.24,26.08,20.0,33.46,36.01,35,0.294,49.25,37.75,22.12,26.18,Needs Improvement
657,Python & OOP,Medium,2,4,72.31,68.32,73.81,65.82,74.93,90,0.641,59.19,65.75,75.69,70.75,Almost Ready
658,SQL & DBMS,Hard,3,2,80.45,80.27,84.55,91.11,95.09,77,0.713,92.23,86.34,72.11,82.33,Interview Ready
659,Python & OOP,Hard,3,3,65.9,68.7,59.93,61.17,62.99,33,0.484,57.59,61.74,66.92,62.46,Almost Ready
660,Generative AI & RAG,Medium,2,5,69.83,74.2,66.2,53.12,59.76,102,0.467,83.28,76.56,63.41,65.09,Almost Ready
661,Generative AI & RAG,Hard,3,5,54.54,59.09,40.95,57.56,55.88,54,0.453,55.57,55.05,54.66,51.27,Needs Improvement
662,Machine Learning & AI,Easy,1,5,44.49,49.81,28.99,58.88,68.5,33,0.516,43.05,43.77,49.1,44.77,Needs Improvement
663,Python & OOP,Medium,2,4,37.84,44.27,39.7,55.25,50.31,49,0.553,40.66,39.25,36.36,43.38,Needs Improvement
664,Machine Learning & AI,Medium,2,2,35.08,30.24,35.4,49.07,52.45,94,0.385,41.42,38.25,27.96,37.04,Needs Improvement
665,Python & OOP,Medium,2,5,43.1,48.5,40.59,52.3,56.51,45,0.45,27.63,35.36,44.12,45.07,Needs Improvement
666,Generative AI & RAG,Easy,1,3,42.61,47.63,40.24,32.62,31.07,72,0.289,46.37,44.49,34.36,39.82,Needs Improvement
667,Generative AI & RAG,Medium,2,2,62.52,63.86,58.13,56.54,49.85,74,0.535,62.84,62.68,57.05,59.49,Almost Ready
668,Cloud & DevOps,Easy,1,2,65.69,54.51,60.25,86.16,96.54,88,0.5,74.13,69.91,71.72,64.67,Almost Ready
669,Python & OOP,Medium,2,1,93.29,94.58,100.0,80.88,79.27,99,0.82,86.74,90.02,92.78,92.09,Interview Ready
670,Cloud & DevOps,Medium,2,2,72.65,73.64,69.18,71.3,80.75,80,0.5,80.81,76.73,73.81,69.93,Almost Ready
671,Cloud & DevOps,Hard,3,3,20.0,33.91,20.0,27.06,30.0,68,0.33,20.0,20.0,24.11,24.59,Needs Improvement
672,Cloud & DevOps,Medium,2,5,69.31,73.81,60.09,71.98,76.56,97,0.592,68.86,69.09,63.32,67.3,Almost Ready
673,Generative AI & RAG,Easy,1,4,68.28,72.81,54.2,77.34,84.84,67,0.568,61.2,64.74,64.17,66.03,Almost Ready
674,SQL & DBMS,Medium,2,3,70.1,79.93,62.39,66.8,75.4,109,0.775,73.42,71.76,77.11,70.32,Almost Ready
675,Generative AI & RAG,Easy,1,1,53.38,60.73,57.47,54.35,52.44,59,0.439,45.56,49.47,52.11,54.61,Needs Improvement
676,System Design,Medium,2,2,47.87,48.64,56.75,49.68,63.89,58,0.319,32.02,39.95,45.03,49.59,Needs Improvement
677,Machine Learning & AI,Hard,3,3,92.38,81.33,82.86,87.8,97.61,111,0.81,83.49,87.93,87.58,87.01,Interview Ready
678,Cloud & DevOps,Medium,2,3,51.33,48.12,53.18,53.78,49.35,42,0.463,48.98,50.16,48.9,50.95,Needs Improvement
679,Generative AI & RAG,Hard,3,1,35.13,43.2,36.56,46.73,45.48,78,0.189,42.92,39.03,29.64,36.75,Needs Improvement
680,SQL & DBMS,Medium,2,5,58.09,62.22,54.18,64.41,62.99,36,0.539,61.84,59.96,57.58,58.19,Almost Ready
681,Generative AI & RAG,Easy,1,1,38.26,47.16,31.34,60.39,67.86,49,0.369,40.43,39.35,41.53,41.42,Needs Improvement
682,Python & OOP,Medium,2,2,75.51,88.93,76.84,81.61,77.29,88,0.655,64.21,69.86,78.49,77.55,Almost Ready
683,Generative AI & RAG,Hard,3,1,56.05,48.98,44.37,52.22,66.09,48,0.489,56.13,56.09,53.5,51.47,Needs Improvement
684,Cloud & DevOps,Medium,2,2,37.02,32.07,49.67,48.27,60.0,61,0.463,40.69,38.85,32.44,42.64,Needs Improvement
685,Machine Learning & AI,Medium,2,3,52.02,60.21,54.04,59.59,68.87,62,0.578,55.94,53.98,42.8,55.93,Needs Improvement
686,Cloud & DevOps,Medium,2,5,58.08,71.76,66.35,60.28,68.54,59,0.494,57.6,57.84,57.03,62.08,Almost Ready
687,Machine Learning & AI,Medium,2,3,57.01,60.12,56.05,47.93,41.52,62,0.391,66.39,61.7,54.93,53.77,Needs Improvement
688,Machine Learning & AI,Easy,1,1,28.36,36.66,26.22,25.72,30.0,47,0.275,30.17,29.26,28.37,28.8,Needs Improvement
689,Machine Learning & AI,Medium,2,3,38.08,35.39,26.34,43.35,48.04,80,0.381,31.24,34.66,41.45,35.77,Needs Improvement
690,Python & OOP,Medium,2,3,20.0,25.0,29.16,46.27,38.95,64,0.17,20.0,20.0,20.0,26.31,Needs Improvement
691,SQL & DBMS,Hard,3,5,34.24,33.26,41.78,26.95,30.0,32,0.1,36.4,35.32,41.78,32.61,Needs Improvement
692,Cloud & DevOps,Easy,1,4,53.08,52.3,75.31,52.17,47.67,72,0.68,35.46,44.27,44.25,59.65,Almost Ready
693,Python & OOP,Medium,2,2,40.57,41.7,41.47,38.72,43.03,76,0.21,52.42,46.5,47.67,38.95,Needs Improvement
694,Cloud & DevOps,Medium,2,3,61.9,65.87,61.46,65.05,72.6,59,0.478,68.81,65.35,52.59,61.82,Almost Ready
695,Machine Learning & AI,Medium,2,4,46.22,40.79,36.7,56.74,64.31,64,0.53,52.71,49.47,47.64,45.67,Needs Improvement
696,Generative AI & RAG,Medium,2,1,20.0,25.0,20.0,25.0,31.54,21,0.1,27.99,24.0,20.03,20.83,Needs Improvement
697,SQL & DBMS,Hard,3,3,37.81,36.2,34.26,27.54,33.66,40,0.235,37.49,37.65,37.76,34.02,Needs Improvement
698,Cloud & DevOps,Hard,3,5,45.51,44.89,35.2,45.39,48.39,35,0.4,44.96,45.23,44.79,42.43,Needs Improvement
699,Python & OOP,Medium,2,1,57.45,70.05,41.59,61.29,53.77,55,0.374,66.04,61.74,57.97,53.57,Needs Improvement
700,Cloud & DevOps,Hard,3,5,20.52,34.97,20.0,44.31,40.52,44,0.109,20.0,20.26,24.09,24.98,Needs Improvement
701,Generative AI & RAG,Hard,3,5,59.5,67.37,49.62,72.17,81.5,39,0.648,80.11,69.81,64.69,61.11,Almost Ready
702,SQL & DBMS,Easy,1,3,42.38,48.48,47.97,39.42,38.22,90,0.336,44.74,43.56,40.55,43.31,Needs Improvement
703,Python & OOP,Hard,3,5,25.72,30.71,24.99,25.0,30.0,27,0.274,22.97,24.35,20.0,26.6,Needs Improvement
704,System Design,Easy,1,3,57.64,72.53,39.78,56.84,60.45,89,0.617,58.51,58.08,53.99,55.87,Needs Improvement
705,Python & OOP,Hard,3,1,68.28,74.51,51.95,89.79,87.15,78,0.701,62.63,65.45,65.36,68.41,Almost Ready
706,Generative AI & RAG,Medium,2,2,20.13,27.92,20.0,25.0,33.38,25,0.267,34.33,27.23,30.28,23.07,Needs Improvement
707,Machine Learning & AI,Medium,2,3,53.55,47.46,57.5,76.61,84.15,31,0.478,51.58,52.57,48.62,56.88,Needs Improvement
708,SQL & DBMS,Easy,1,5,21.73,25.0,20.0,30.91,30.0,44,0.1,25.67,23.7,26.88,21.95,Needs Improvement
709,Cloud & DevOps,Easy,1,1,58.99,66.7,59.73,57.22,54.26,53,0.614,69.76,64.37,57.4,60.16,Almost Ready
710,Cloud & DevOps,Easy,1,3,32.85,36.14,35.34,35.69,31.4,95,0.297,20.0,26.43,33.27,33.86,Needs Improvement
711,Cloud & DevOps,Medium,2,4,50.94,51.18,42.28,50.52,46.59,44,0.362,56.67,53.8,52.27,47.08,Needs Improvement
712,Generative AI & RAG,Hard,3,3,38.59,35.27,37.28,34.86,30.0,80,0.316,34.99,36.79,46.63,36.26,Needs Improvement
713,Machine Learning & AI,Medium,2,4,52.57,53.25,54.63,34.17,44.25,77,0.343,56.95,54.76,51.84,49.1,Needs Improvement
714,Python & OOP,Medium,2,2,22.59,25.0,20.0,31.92,30.0,38,0.147,30.87,26.73,20.0,22.81,Needs Improvement
715,System Design,Medium,2,5,73.03,68.82,69.96,68.2,68.75,108,0.77,77.36,75.2,69.84,71.34,Almost Ready
716,SQL & DBMS,Hard,3,2,40.48,40.32,25.95,29.52,43.24,20,0.297,33.58,37.03,33.42,34.78,Needs Improvement
717,Python & OOP,Medium,2,1,63.02,64.42,58.09,72.27,71.64,81,0.53,61.5,62.26,65.33,62.35,Almost Ready
718,System Design,Medium,2,2,25.9,28.83,20.0,51.59,51.57,60,0.409,20.0,22.95,20.0,30.22,Needs Improvement
719,System Design,Medium,2,1,57.17,67.91,47.71,74.88,81.39,40,0.506,76.32,66.74,56.62,58.74,Almost Ready
720,Generative AI & RAG,Hard,3,4,57.71,55.87,53.02,66.52,65.72,84,0.557,50.3,54.01,61.99,57.35,Needs Improvement
721,SQL & DBMS,Medium,2,1,29.6,35.35,24.68,53.47,58.48,66,0.254,20.0,24.8,25.65,32.64,Needs Improvement
722,SQL & DBMS,Hard,3,4,31.83,38.16,22.35,55.86,59.17,51,0.299,39.17,35.5,23.78,33.98,Needs Improvement
723,System Design,Hard,3,2,22.59,25.13,20.9,25.0,30.0,10,0.103,22.75,22.67,24.64,21.94,Needs Improvement
724,Python & OOP,Easy,1,5,76.53,79.62,74.73,68.17,74.74,104,0.643,90.06,83.29,74.25,74.39,Almost Ready
725,Machine Learning & AI,Easy,1,5,35.1,50.22,35.86,34.22,30.0,64,0.261,31.63,33.36,35.32,36.31,Needs Improvement
726,System Design,Medium,2,2,33.28,35.28,25.64,33.31,36.19,36,0.315,43.97,38.63,32.84,31.64,Needs Improvement
727,System Design,Easy,1,4,81.91,72.41,72.89,82.99,82.46,110,0.734,74.85,78.38,89.71,77.52,Almost Ready
728,Machine Learning & AI,Medium,2,3,43.23,41.7,31.81,45.61,51.32,69,0.486,34.6,38.91,44.23,41.33,Needs Improvement
729,Python & OOP,Medium,2,1,60.13,64.55,63.62,61.24,68.8,101,0.485,58.48,59.3,62.71,61.04,Almost Ready
730,System Design,Easy,1,4,62.36,71.6,50.69,81.36,84.15,68,0.598,52.31,57.33,73.51,63.56,Almost Ready
731,SQL & DBMS,Medium,2,4,47.1,48.18,57.5,51.2,58.79,8,0.429,59.47,53.28,54.99,50.44,Needs Improvement
732,Cloud & DevOps,Medium,2,2,35.24,36.4,34.75,50.96,45.48,25,0.345,43.32,39.28,40.53,37.3,Needs Improvement
733,System Design,Medium,2,2,42.96,44.4,34.48,48.56,53.2,72,0.359,43.39,43.17,49.07,41.43,Needs Improvement
734,Python & OOP,Hard,3,5,46.61,45.64,37.43,42.18,40.34,60,0.266,48.87,47.74,44.31,41.41,Needs Improvement
735,Generative AI & RAG,Hard,3,1,43.5,40.55,38.92,28.72,32.95,25,0.275,37.97,40.73,40.52,38.31,Needs Improvement
736,SQL & DBMS,Hard,3,1,80.09,81.68,69.89,63.7,62.4,63,0.483,68.85,74.47,75.95,72.07,Almost Ready
737,Generative AI & RAG,Hard,3,4,69.95,70.66,64.09,77.6,87.37,69,0.537,60.52,65.24,65.76,68.6,Almost Ready
738,Generative AI & RAG,Medium,2,4,50.55,56.33,43.71,56.31,54.2,63,0.395,50.35,50.45,52.01,49.36,Needs Improvement
739,Python & OOP,Easy,1,5,31.21,33.37,33.06,39.93,43.91,19,0.13,34.08,32.65,26.48,31.68,Needs Improvement
740,SQL & DBMS,Medium,2,2,67.52,72.29,48.51,70.97,70.97,80,0.592,41.9,54.71,62.88,63.17,Almost Ready
741,System Design,Medium,2,4,54.21,52.2,53.24,59.27,57.08,68,0.558,51.22,52.71,52.5,54.47,Needs Improvement
742,SQL & DBMS,Easy,1,1,30.15,32.11,28.5,38.31,38.64,47,0.373,35.46,32.8,28.21,31.99,Needs Improvement
743,System Design,Medium,2,2,36.61,56.57,55.01,47.8,54.13,35,0.242,43.74,40.17,27.46,44.96,Needs Improvement
744,Python & OOP,Easy,1,1,65.87,63.04,52.31,72.52,87.13,82,0.699,75.26,70.57,69.05,64.18,Almost Ready
745,Generative AI & RAG,Medium,2,5,53.38,67.37,53.82,42.77,46.26,72,0.348,29.96,41.67,54.88,52.32,Needs Improvement
746,SQL & DBMS,Easy,1,2,48.75,52.92,59.74,42.94,48.68,68,0.334,56.54,52.65,45.78,50.0,Needs Improvement
747,SQL & DBMS,Easy,1,2,86.97,82.9,86.87,86.66,93.2,106,0.672,86.41,86.69,86.58,84.64,Interview Ready
748,Machine Learning & AI,Hard,3,4,66.86,70.32,61.29,56.08,50.09,94,0.557,50.62,58.74,59.44,62.96,Almost Ready
749,Generative AI & RAG,Medium,2,3,44.75,46.0,47.19,44.88,51.66,24,0.421,41.23,42.99,45.9,45.64,Needs Improvement
750,Python & OOP,Medium,2,2,53.95,63.88,57.77,60.82,61.08,52,0.363,53.34,53.65,56.43,55.67,Needs Improvement
751,System Design,Medium,2,2,29.62,33.34,27.58,37.37,46.93,56,0.275,23.9,26.76,33.7,31.1,Needs Improvement
752,Generative AI & RAG,Medium,2,1,56.48,57.52,49.8,52.19,63.04,64,0.334,40.3,48.39,53.21,52.56,Needs Improvement
753,Cloud & DevOps,Medium,2,1,64.43,60.37,74.49,74.07,86.45,85,0.544,66.64,65.54,64.22,67.4,Almost Ready
754,SQL & DBMS,Easy,1,2,73.83,78.2,56.83,70.24,65.89,104,0.777,60.69,67.26,75.15,69.86,Almost Ready
755,Machine Learning & AI,Medium,2,4,59.45,62.77,43.25,44.08,49.0,98,0.495,65.69,62.57,64.46,52.84,Needs Improvement
756,Generative AI & RAG,Easy,1,2,75.21,70.85,74.84,60.93,64.98,56,0.526,84.68,79.95,60.78,70.26,Almost Ready
757,Machine Learning & AI,Medium,2,3,78.92,91.68,66.1,72.96,72.14,91,0.606,75.12,77.02,85.54,74.87,Almost Ready
758,Python & OOP,Medium,2,4,20.0,25.0,24.67,29.76,31.08,57,0.232,29.04,24.52,20.0,23.77,Needs Improvement
759,Generative AI & RAG,Medium,2,1,39.52,51.95,41.49,52.47,57.0,54,0.366,35.83,37.67,39.33,43.75,Needs Improvement
760,Generative AI & RAG,Easy,1,5,50.98,34.93,44.12,44.82,48.38,81,0.508,45.83,48.41,48.95,46.09,Needs Improvement
761,SQL & DBMS,Medium,2,5,51.64,49.21,62.24,55.23,57.59,87,0.522,40.78,46.21,40.71,54.63,Needs Improvement
762,Python & OOP,Medium,2,3,73.3,83.07,78.63,72.42,63.67,40,0.639,62.16,67.73,74.61,74.59,Almost Ready
763,Generative AI & RAG,Medium,2,4,31.43,33.08,44.39,33.2,35.52,19,0.352,29.63,30.53,32.5,35.67,Needs Improvement
764,Cloud & DevOps,Medium,2,5,48.92,59.62,43.98,51.53,57.61,58,0.525,44.32,46.62,43.6,50.34,Needs Improvement
765,Python & OOP,Easy,1,5,58.47,69.67,57.0,63.78,72.34,90,0.631,53.48,55.98,54.88,61.47,Almost Ready
766,Cloud & DevOps,Easy,1,2,59.22,73.56,55.33,59.8,55.92,106,0.441,62.62,60.92,62.89,58.78,Almost Ready
767,System Design,Medium,2,3,42.25,47.18,37.3,41.19,49.48,44,0.303,51.24,46.75,48.35,40.82,Needs Improvement
768,System Design,Medium,2,4,64.27,64.02,59.83,71.67,73.55,83,0.622,58.46,61.37,72.49,64.12,Almost Ready
769,SQL & DBMS,Easy,1,3,44.13,51.92,27.18,66.44,70.73,82,0.472,44.5,44.32,41.73,44.93,Needs Improvement
770,Generative AI & RAG,Medium,2,2,61.52,65.23,56.03,63.02,46.74,84,0.482,65.02,63.27,63.24,58.78,Almost Ready
771,Python & OOP,Easy,1,4,48.15,46.81,74.55,52.63,54.16,46,0.352,48.45,48.3,43.8,54.0,Needs Improvement
772,System Design,Medium,2,5,62.51,65.93,52.36,77.18,91.49,69,0.554,60.15,61.33,51.79,62.69,Almost Ready
773,System Design,Hard,3,5,85.41,79.62,63.95,70.26,79.74,73,0.641,90.2,87.81,84.22,75.25,Almost Ready
774,System Design,Hard,3,3,72.59,61.02,76.45,82.05,91.59,65,0.59,76.08,74.34,74.16,72.36,Almost Ready
775,Generative AI & RAG,Medium,2,1,57.35,61.17,62.34,82.59,81.59,73,0.493,60.42,58.89,55.96,62.1,Almost Ready
776,Python & OOP,Easy,1,5,51.83,52.11,52.55,65.37,65.09,50,0.553,65.59,58.71,49.01,54.42,Needs Improvement
777,Python & OOP,Hard,3,2,28.11,31.27,33.21,35.14,40.69,40,0.305,29.91,29.01,33.1,31.43,Needs Improvement
778,Generative AI & RAG,Medium,2,1,74.01,62.01,60.52,85.23,90.1,110,0.543,73.81,73.91,70.44,68.79,Almost Ready
779,Cloud & DevOps,Medium,2,3,37.52,45.48,42.17,31.94,30.45,34,0.191,27.2,32.36,47.11,37.13,Needs Improvement
780,System Design,Medium,2,2,55.92,55.46,38.33,84.89,86.04,62,0.528,54.03,54.98,62.27,55.54,Needs Improvement
781,SQL & DBMS,Easy,1,2,53.08,60.26,45.34,61.52,56.65,63,0.442,37.93,45.5,52.61,52.36,Needs Improvement
782,Python & OOP,Easy,1,4,38.18,48.07,45.78,37.87,38.37,23,0.275,31.96,35.07,29.69,40.47,Needs Improvement
783,Generative AI & RAG,Medium,2,4,31.16,34.23,38.42,36.3,34.5,21,0.33,20.0,25.58,21.63,34.31,Needs Improvement
784,Machine Learning & AI,Medium,2,1,77.12,85.02,89.6,70.87,60.94,87,0.567,92.69,84.9,78.05,77.95,Almost Ready
785,Generative AI & RAG,Medium,2,3,46.78,55.26,44.45,56.45,59.79,25,0.49,37.3,42.04,41.53,49.31,Needs Improvement
786,System Design,Medium,2,2,61.23,57.52,58.22,51.16,53.92,106,0.55,55.88,58.55,63.61,57.93,Needs Improvement
787,Generative AI & RAG,Medium,2,5,31.51,32.85,23.26,26.4,34.98,33,0.277,26.25,28.88,28.23,28.93,Needs Improvement
788,Cloud & DevOps,Hard,3,3,35.34,29.66,20.0,40.63,52.15,43,0.262,36.07,35.7,32.12,31.11,Needs Improvement
789,Cloud & DevOps,Medium,2,5,30.97,26.29,20.23,51.1,68.71,63,0.291,27.48,29.23,35.49,31.3,Needs Improvement
790,Cloud & DevOps,Medium,2,5,43.67,40.85,59.27,35.01,32.57,43,0.578,61.74,52.71,51.17,47.14,Needs Improvement
791,Cloud & DevOps,Medium,2,1,52.05,59.36,46.61,48.95,38.36,58,0.518,43.16,47.6,56.56,50.77,Needs Improvement
792,Machine Learning & AI,Medium,2,3,48.47,64.09,51.12,67.98,64.8,70,0.514,56.29,52.38,40.89,54.54,Needs Improvement
793,Machine Learning & AI,Medium,2,3,45.01,50.71,30.23,51.79,62.48,37,0.418,28.87,36.94,45.05,43.4,Needs Improvement
794,Generative AI & RAG,Medium,2,1,20.0,25.0,20.0,25.0,30.0,24,0.266,20.78,20.39,25.57,22.41,Needs Improvement
795,Generative AI & RAG,Hard,3,5,74.18,80.39,59.79,75.65,70.15,73,0.811,77.76,75.97,76.42,72.15,Almost Ready
796,Cloud & DevOps,Easy,1,5,31.54,34.57,36.39,25.0,30.53,57,0.152,35.25,33.39,27.86,30.86,Needs Improvement
797,Python & OOP,Medium,2,2,20.51,25.0,29.41,25.0,30.18,63,0.134,25.83,23.17,20.0,23.63,Needs Improvement
798,Python & OOP,Hard,3,4,86.15,89.54,75.35,64.4,65.04,91,0.546,90.1,88.13,77.52,77.58,Almost Ready
799,Machine Learning & AI,Easy,1,5,69.55,65.55,66.5,50.8,58.1,106,0.495,70.78,70.16,65.8,63.73,Almost Ready
800,Cloud & DevOps,Hard,3,4,33.2,37.47,34.54,27.99,38.23,28,0.196,20.0,26.6,22.55,32.55,Needs Improvement
801,SQL & DBMS,Hard,3,4,92.49,85.15,93.87,87.85,92.03,113,0.761,68.01,80.25,86.98,89.61,Interview Ready
802,Machine Learning & AI,Medium,2,5,60.19,66.05,53.44,61.44,68.93,78,0.432,50.47,55.33,58.29,58.25,Almost Ready
803,Python & OOP,Medium,2,1,90.27,94.24,81.63,74.93,77.83,106,0.66,100.0,95.13,93.88,84.12,Interview Ready
804,SQL & DBMS,Medium,2,1,64.37,77.45,60.35,62.81,65.55,64,0.536,62.91,63.64,63.98,64.15,Almost Ready
805,SQL & DBMS,Medium,2,3,36.7,36.95,20.0,51.61,58.66,29,0.398,35.68,36.19,41.3,35.46,Needs Improvement
806,Cloud & DevOps,Hard,3,4,69.25,78.72,55.36,68.63,71.75,119,0.584,68.57,68.91,69.48,66.18,Almost Ready
807,Machine Learning & AI,Hard,3,4,31.06,38.51,24.17,42.97,42.8,46,0.252,34.35,32.71,33.83,31.65,Needs Improvement
808,Machine Learning & AI,Easy,1,2,39.56,38.97,33.56,48.2,44.09,8,0.221,29.1,34.33,40.33,37.32,Needs Improvement
809,System Design,Hard,3,3,90.66,90.05,76.49,88.98,91.78,97,0.701,87.29,88.97,85.26,84.86,Interview Ready
810,Python & OOP,Easy,1,5,98.98,84.32,82.13,85.92,86.87,110,0.718,94.01,96.49,99.35,87.94,Interview Ready
811,Machine Learning & AI,Medium,2,1,70.59,86.65,62.99,82.01,81.75,87,0.72,64.87,67.73,65.32,72.94,Almost Ready
812,Generative AI & RAG,Medium,2,5,61.3,74.54,67.39,77.1,74.79,18,0.543,54.54,57.92,51.67,66.36,Almost Ready
